"SUBMITTED_DATE","CASE_NO","NAME","ADDRESS","ADDRESS2","CITY","STATE","POSTAL_CODE","NBR_IMMIGRANTS","BEGIN_DATE","END_DATE","JOB_TITLE","DOL_DECISION_DATE","CERTIFIED_BEGIN_DATE","CERTIFIED_END_DATE","JOB_CODE","APPROVAL_STATUS","WAGE_RATE_1","RATE_PER_1","MAX_RATE_1","PART_TIME_1","CITY_1","STATE_1","PREVAILING_WAGE_1","WAGE_SOURCE_1","YR_SOURCE_PUB_1","OTHER_WAGE_SOURCE_1","WAGE_RATE_2","RATE_PER_2","MAX_RATE_2","PART_TIME_2","CITY_2","STATE_2","PREVAILING_WAGE_2","WAGE_SOURCE_2","YR_SOURCE_PUB_2","OTHER_WAGE_SOURCE_2"
2002-01-28 15:39:00,"I-02028-0005779","Synarc, Inc.","455 Market Street","Suite 1850","San Francisco","CA","94105     ","001","01/28/2002","01/28/2005","VP Medical Imaging Technology","01/28/2002","01/28/2002","01/28/2005","079","Certified",135000.00000,"Year",,"N","San Francisco","CA",72779.00000,"Other","2002","OES wage data","","","","","","","","","",""
2002-01-28 15:41:00,"I-02028-0005781","Ganith Technologies, Inc.","138A Fairfield Road","","Fairfield","NJ","07004-2407","005","01/28/2002","01/27/2005","Programmer Analyst","01/28/2002","01/28/2002","01/27/2005","030","Certified",48000.00000,"Year",,"N","Fairfield","NJ",47632.00000,"Other","2002","Online Wage Library","","","","","","","","","",""
2002-01-28 15:41:00,"I-02028-0005783","UMB Bank NA","1010 Grand Ave","P.O. Box 419692","Kansas City","MO","64141-6692","001","01/30/2002","01/30/2005","Trust Compliance Associate","01/28/2002","01/30/2002","01/30/2005","169","Certified",31012.80000,"Year",,"N","Kansas City MSA","MO",27352.00000,"SESA","","","","","","","","","","","",""
2002-01-28 15:43:00,"I-02028-0005785","BON SECOURS ST. JOSEPH HOSPITAL","2500 HARBOR BLVD","","PORT CHARLOTTE","FL","33952     ","001","07/15/2002","07/15/2004","MEDICAL TECHNOLOGIST","01/28/2002","07/15/2002","07/15/2004","078","Certified",15.21000,"Hour",,"N","PORT CHARLOTTE","FL",15.21000,"SESA","","","","","","","","","","","",""
2002-01-28 15:47:00,"I-02028-0005787","FCT America Limited","150 S. Wacker Drive","Suite 805","Chicago","IL","60606     ","001","02/15/2002","02/15/2005","Derivatives Analyst","01/28/2002","02/15/2002","02/15/2005","161","Certified",32000.00000,"Year",,"N","Chicago","IL",30638.00000,"Other","2002","OES Wage Data","","","","","","","","","",""
2002-01-28 15:49:00,"I-02028-0005789","Sersival Services & Supplies, LLC","4109 Wellington Wood Circle","#104","Kissimmee","FL","34741     ","001","02/15/2002","02/15/2005","Financial Analyst","01/28/2002","02/15/2002","02/15/2005","160","Certified",12.55000,"Hour",,"Y","Kissimmee","FL",13.20000,"SESA","","","","","","","","","","","",""
2002-01-28 15:49:00,"I-02028-0005791","Embry-Riddle Aeronautical University","600 S. Clyde Morris Blvd.","","Daytona Beach","FL","32114-3900","001","02/18/2002","02/17/2005","Instructor","01/28/2002","02/18/2002","02/17/2005","196","Certified",27601.00000,"Year",,"N","Daytona Beach","FL",27601.00000,"Other","2002","Union Contract","","","","","","","","","",""
2002-01-28 15:53:00,"I-02028-0005795","Avon Products, Inc.","1345 Avenue of the Americas","","New York","NY","10105     ","001","03/01/2002","03/01/2005","Associate Manager Global Marketing","01/28/2002","03/01/2002","03/01/2005","164","Certified",48000.00000,"Year",,"N","New York","NY",43826.00000,"Other","2002","OES Wage Survey","","","","","","","","","",""
2002-01-28 15:55:00,"I-02028-0005797","Sierra Logic Inc.","2021 Opportunity Drive, #1","","Roseville","CA","95678     ","001","01/28/2002","01/27/2005","VLSI Engineer","01/28/2002","01/28/2002","01/27/2005","030","Certified",39.23000,"Hour",,"N","Roseville","CA",38.46000,"Other","2001","EE Times Annual Salary Survey","","","","","","","","","",""
2002-01-28 15:57:00,"I-02028-0005803","Auerbach Grayson & Co Inc","330 Madison Avenue","","New York","NY","10017     ","001","02/04/2002","02/04/2005","Vice President/Investment Strategist UK Equities","01/28/2002","02/04/2002","02/04/2005","199","Certified",90000.00000,"Year",,"N","New York","NY",87963.00000,"Other","2002","OES Wage Data Survey","","","","","","","","","",""
2002-01-28 15:57:00,"I-02028-0005805","PROCESS CONTROL CORPORATION","6875 MIMMS DRIVE","","ATLANTA","GA","30340     ","001","04/30/2002","04/29/2005","SOFTWARE ENGINEER","01/28/2002","04/30/2002","04/29/2005","039","Certified",60000.00000,"Year",,"N","ATLANTA","GA",48464.00000,"Other","2002","ONLINE WAGE LIBRARY","","","","","","","","","",""
2002-01-28 15:59:00,"I-02028-0005809","FEI, Inc., d.b.a., Fabricating Engineers, Inc.","2229 West Hill Road","","Flint","MI","48507     ","001","03/01/2002","02/28/2003","Systems Analyst and Programmer","01/28/2002","03/01/2002","02/28/2003","030","Certified",50000.00000,"Year",,"N","Flint","MI",39972.00000,"Other","2000","WageWeb","","","","","","","","","",""
2002-01-28 16:00:00,"I-02028-0005811","3D Business Solutions Inc","9637 Anderson Lakes Pkwy","#325","Eden Prairie","MN","55344-4155","001","02/01/2002","02/01/2005","IT Consultant","01/28/2002","02/01/2002","02/01/2005","030","Certified",134000.00000,"Year",,"N","Eden Prairie","MN",79061.00000,"Other","2002","oes alc online wage library","","","","","","","","","",""
2002-01-28 16:01:00,"I-02028-0005813","Micro Accounting Systems, Inc.","14711 NE 29th Place, Suite 200","","Bellevue","WA","98007     ","001","02/01/2002","01/31/2005","Programmer/Analyst","01/28/2002","02/01/2002","01/31/2005","030","Certified",55200.00000,"Year",,"N","Bellevue","WA",47237.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:06:00,"I-02028-0005815","Southeastern Universities Research Association","12000 Jefferson Avenue","","Newport News","VA","23606     ","001","05/16/2002","05/15/2005","Staff Scientist I","01/28/2002","05/16/2002","05/15/2005","023","Certified",53000.00000,"Year",,"N","Newport News","VA",38500.00000,"Other","2000","Watson Wyatt Data Services","","","","","","","","","",""
2002-01-28 16:06:00,"I-02028-0005817","University of Pennsylvania","Office of International Programs","133 Bennett Hall,  3340 Walnut Street","Philadelphia","PA","19104-6275","001","02/01/2002","02/01/2004","Programmer/Analyst","01/28/2002","02/01/2002","02/01/2004","030","Certified",26936.00000,"Year",47154.00000,"N","Philadelphia","PA",26936.00000,"Other","2002","On-line Wage Library","","","","","","","","","",""
2002-01-28 16:08:00,"I-02028-0005819","Conex Solutions, Inc.","1725 E. Central Road","","Arlington Heights","IL","60005     ","007","01/28/2002","01/27/2005","Computer programmer","01/28/2002","01/28/2002","01/27/2005","030","Certified",34000.00000,"Year",,"N","Chicago","IL",34000.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:10:00,"I-02028-0005821","Greater Birmingham Habitat For Humanity","4408 R.M.Scrushy Parkway","","Fairfield","AL","35064     ","001","01/28/2002","05/24/2002","Family Services Coordinator","01/28/2002","01/28/2002","05/24/2002","059","Certified",26700.00000,"Year",,"N","Birmingham","AL",26700.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:16:00,"I-02028-0005823","Comshare, Incorporated","555 Briarwood Circle","","Ann Arbor","MI","48108     ","001","04/01/2002","03/31/2005","Computer Programmer/Analyst","01/28/2002","04/01/2002","03/31/2005","030","Certified",56423.00000,"Year",,"N","Ann Arbor","MI",57449.60000,"SESA","","","","","","","","","","","",""
2002-01-28 16:17:00,"I-02028-0005391","Geerlings & Wade Inc.","960 Turnpike Street","","Canton","MA","02021-2818","001","02/01/2002","02/01/2005","Circulation Manager","01/28/2002","02/01/2002","02/01/2005","164","Certified",50000.00000,"Year",60000.00000,"N","Canton","MA",35048.00000,"Other","2002","BLS OES Wage Data Survey","","","","","","","","","",""
2002-01-28 16:18:00,"I-02028-0005825","DANKA OFFICE IMAGING COMPANY","10680 TREENA STREET, SUITE 200","","SAN DIEGO","CA","92131     ","001","03/01/2002","03/01/2005","Director of Busines Development","01/28/2002","03/01/2002","03/01/2005","163","Certified",60000.00000,"Year",60000.00000,"N","SAN DIEGO","CA",60000.00000,"Other","2000","EMPLOYERS GROUP SURVEY","","","","","","","","","",""
2002-01-28 16:18:00,"I-02028-0005827","Advanced Biotherapeutics, Inc. dba Athersys, Inc.","3201 Carnegie Avenue","","Cleveland","OH","44115     ","001","07/01/2002","07/01/2005","Associate Scientist","01/28/2002","07/01/2002","07/01/2005","041","Certified",45000.00000,"Year",,"N","Cleveland","OH",42200.00000,"Other","2001","Watson Wyatt Salary Survey","","","","","","","","","",""
2002-01-28 16:19:00,"I-02028-0005829","University of California, Irvine","International Center","Student Services I","Irvine","CA","92697-5255","001","04/01/2002","03/30/2005","Postgraduate Researcher","01/28/2002","04/01/2002","03/30/2005","090","Certified",31044.00000,"Year",,"N","IRVINE","CA",25474.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:20:00,"I-02028-0005831","RAHIMI AND CO","100 Wilshire Blvd","Suite 2050","Santa Monica","CA","90401     ","001","03/16/2002","03/16/2005","Accountant","01/28/2002","03/16/2002","03/16/2005","160","Certified",15.24000,"Hour",15.24000,"Y","Santa Monica","CA",15.24000,"Other","2001","OES","","","","","","","","","",""
2002-01-28 16:22:00,"I-02028-0005833","Forest Laboratories, Inc.","909 Third Avenue","","New York","NY","10022     ","001","01/31/2002","01/31/2005","Database Programmer/Analyst","01/28/2002","01/31/2002","01/31/2005","039","Certified",72000.00000,"Year",72000.00000,"N","New York","NY",66440.00000,"Other","2002","ERI Economic Research Inst","","","","","","","","","",""
2002-01-28 16:25:00,"I-02028-0005835","Software People, Inc.","3244 West Henderson Road","Suite 4","Columbus","OH","43220     ","001","03/01/2002","03/01/2005","Programmer/Analyst","01/28/2002","03/01/2002","03/01/2005","030","Certified",45000.00000,"Year",,"N","Englewood","CO",44678.00000,"Other","2002","Service Contract Act","","","","","","","","","",""
2002-01-28 16:29:00,"I-02028-0005839","Cesari and McKenna, LLP","88 Black Falcon Avenue","","Boston","MA","02110     ","001","02/01/2002","01/31/2005","Tech. Specialist  (Electrical Engineer)","01/28/2002","02/01/2002","01/31/2005","003","Certified",72000.00000,"Year",,"N","Boston","MA",70221.00000,"Other","2002","OES Wage Data","","","","","","","","","",""
2002-01-28 16:30:00,"I-02028-0005841","Bell South Leasing","1125 East Campbell Street","Suite IS-113","Richardson","TX","75081     ","001","03/11/2002","03/10/2005","Software Developer","01/28/2002","03/11/2002","03/10/2005","030","Certified",70000.00000,"Year",,"N","Atlanta","GA",61894.00000,"Other","2001","Economic Research Institute","","","","","","","","","",""
2002-01-28 16:34:00,"I-02028-0005843","NEW GENERATION CONSULTANTS","846 B SOUTH ELMHURST ROAD","SUITE #1113","DES PLAINES","IL","60016     ","010","01/28/2002","01/27/2005","PROGRAMMER ANALYST","01/28/2002","01/28/2002","01/27/2005","030","Certified",52861.00000,"Year",85000.00000,"N","DES PLAINES","IL",52861.00000,"Other","2002","ERI SALARY SURVEY","","","","","","","","","",""
2002-01-28 16:34:00,"I-02028-0005845","Mediterranean Kitchen Express","1417 Broadway","","Seattle","WA","98122     ","001","01/28/2002","01/27/2005","Accountant","01/28/2002","01/28/2002","01/27/2005","160","Certified",36462.00000,"Year",,"N","Seattle","WA",36462.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:35:00,"I-02028-0005847","Storscape Incorporated","1300 Massachusetts Avenue","","Boxborough","MA","80918     ","001","02/10/2002","02/10/2005","Director of Operations","01/28/2002","02/10/2002","02/10/2005","189","Certified",90000.00000,"Year",,"N","Colorado Springs","CO",68598.40000,"SESA","","","","","","","","","","","",""
2002-01-28 16:35:00,"I-02028-0005849","VANDERBILT UNIVERSITY","VU STATION B 357700","","NASHVILLE","TN","37235-7700","001","02/01/2002","01/31/2003","Research Fellow","01/28/2002","02/01/2002","01/31/2003","041","Certified",40000.00000,"Year",,"N","Nashville","TN",38772.00000,"Other","2001","National Institute of Health Survey","","","","","","","","","",""
2002-01-28 16:35:00,"I-02028-0005851","Becton Dickinson and Company","One Becton Drive","","Franklin Lakes","NJ","07417-1880","001","04/15/2002","04/15/2005","Senior Quality Control Engineer","01/28/2002","04/15/2002","04/15/2005","007","Certified",65000.00000,"Year",,"N","Holdrege","NE",54475.00000,"Other","2002","DOL Online Wage Library","","","","","","","","","",""
2002-01-28 16:36:00,"I-02028-0005853","First Care Medical Services","900 Hilligoss Boulevard SE","","Fosston","MN","56542-1542","001","05/15/2002","05/14/2005","Medical Technologist","01/28/2002","05/15/2002","05/14/2005","078","Certified",15.31000,"Hour",,"N","Fosston","MN",14.04000,"Other","2002","Online Wage Library OES SOC","","","","","","","","","",""
2002-01-28 16:36:00,"I-02028-0005581","Oracle Corporation","500 Oracle Parkway","","Redwood Shores","CA","94065     ","001","02/11/2002","02/11/2005","Software Engineer (Product Marketing Analyst)","01/28/2002","02/11/2002","02/11/2005","030","Certified",83200.00000,"Year",,"N","Redwood Shores","CA",58600.00000,"Other","2001","Wayson Wyatt","","","","","","","","","",""
2002-01-28 16:39:00,"I-02028-0005855","Children's Hospital Medical Center","3333 Burnet Avenue","","Cincinnati","OH","45229     ","001","03/01/2002","03/01/2005","Research Assistant III","01/28/2002","03/01/2002","03/01/2005","041","Certified",33000.00000,"Year",,"N","Cincinnati","OH",23546.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:39:00,"I-02028-0005857","Washington University","Campus Box 1083","One Brookings Drive","St Louis","MO","63130-4899","001","01/28/2002","01/14/2005","Research Assistant","01/28/2002","01/28/2002","01/14/2005","049","Certified",25000.00000,"Year",,"N","Saint Louis","MO",20613.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:41:00,"I-02028-0005859","Boca Raton Community Hospital, Inc.","Department of Laboratory","800 Meadows Road","Boca Raton","FL","33486     ","001","03/01/2002","03/01/2005","Phlebotomist","01/28/2002","03/01/2002","03/01/2005","079","Certified",15974.00000,"Year",,"N","Boca Raton ","FL",14914.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:44:00,"I-02028-0005861","Tera Fiberoptics, Inc.","40455 Encyclopedia Circle","","Fremont","CA","94538     ","001","03/15/2002","03/14/2005","Optical Engineer","01/28/2002","03/15/2002","03/14/2005","029","Certified",63750.00000,"Year",,"N","Fremont","CA",58282.00000,"Other","2002","oes wage data","","","","","","","","","",""
2002-01-28 16:48:00,"I-02028-0005863","Quovadx","21700 Oxnard Street, Suite 1600","","Woodland Hills","CA","91367     ","005","02/15/2002","02/14/2005","Software Engineer","01/28/2002","02/15/2002","02/14/2005","030","Certified",60000.00000,"Year",100000.00000,"N","Woodland Hills","CA",44595.00000,"Other","2002","OES","","","","","","","","","",""
2002-01-28 16:50:00,"I-02028-0005867","HOUSTON INDEPENDENT SCHOOL DISTRICT","3310 CUMMINS","","HOUSTON","TX","77027     ","100","06/01/2002","06/01/2005","ELEMENTARY TEACHER","01/28/2002","06/01/2002","06/01/2005","092","Certified",33660.00000,"Year",58058.00000,"N","HOUSTON","TX",29716.00000,"Other","2002","ECONOMIC RESEARCH INSTITUTE","","","","","","","","","",""
2002-01-28 16:51:00,"I-02028-0005869","LIGHTING ZONE INC","17354 HAWTHORNE BLVD","","TORRANCE","CA","90504     ","001","02/15/2002","02/15/2005","ACCOUNTANT","01/28/2002","02/15/2002","02/15/2005","160","Certified",15.24000,"Hour",15.24000,"Y","TORRANCE","CA",15.24000,"Other","2001","OES","","","","","","","","","",""
2002-01-28 16:51:00,"I-02028-0005871","Motorola Inc.","1303 East Algonquin Road","","Schaumburg","IL","60196     ","001","03/01/2002","03/01/2005","Electrical Engineer","01/28/2002","03/01/2002","03/01/2005","003","Certified",60300.00000,"Year",77200.00000,"N","Chicago MSA","IL",60300.00000,"Other","2001","Watson Wyatt","","","","","","","","","",""
2002-01-28 16:51:00,"I-02028-0005873","Sersival Services & Supplies, LLC","4109 Wellington Wood Circle","#104","Kissimmee","FL","34741     ","001","02/15/2002","02/15/2005","Financial Analyst","01/28/2002","02/15/2002","02/15/2005","160","Certified",12.55000,"Hour",,"Y","Kissimmee","FL",13.20000,"SESA","","","","","","","","","","","",""
2002-01-28 16:51:00,"I-02028-0005875","Washington University","Campus Box 1083","One Brookings Drive","St Louis","MO","63130-4899","001","05/01/2002","04/30/2005","Research Associate","01/28/2002","05/01/2002","04/30/2005","049","Certified",35000.00000,"Year",,"N","Saint Louis","MO",32400.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:51:00,"I-02028-0005877","Mariposa Farms LLC","398 S. Roosevelt Road 30","","Causey","NM","88113     ","001","02/01/2002","01/31/2005","Calf Management Specialist","01/28/2002","02/01/2002","01/31/2005","040","Certified",39000.00000,"Year",,"N","Causey","NM",40456.00000,"Other","2002","OES Wage Library","","","","","","","","","",""
2002-01-28 16:52:00,"I-02028-0005879","HEBREW UNION COLLEGE JEWISH INSTITUTE OF RELIGION","BROOKDALE CENTER","ONE WEST 4TH STREET","NEW YORK","NY","10012-1186","001","01/28/2002","01/27/2005","HEBREW TEACHER","01/28/2002","01/28/2002","01/27/2005","092","Certified",40.00000,"Hour",,"Y","NEW YORK","NY",38.86000,"Other","2002","OES WAGE DATA","","","","","","","","","",""
2002-01-28 16:52:00,"I-02023-0003691","Bechtel Corporation","50 Beale Street","","San Francisco","CA","94105     ","001","01/28/2002","01/28/2005","Market Radio Frequency Engineer","01/28/2002","01/28/2002","01/28/2005","003","Certified",83196.00000,"Year",,"N","Hackensack","NJ",57400.00000,"Other","2002","Watson Wyatt Salary Survey","","","","","","","","","",""
2002-01-28 16:54:00,"I-02028-0005883","Unified Technologies, Inc.","105 Jordan Road","","Troy","NY","12180     ","001","02/01/2002","01/31/2005","Software  Engineer, Systems","01/28/2002","02/01/2002","01/31/2005","030","Certified",68000.00000,"Year",,"N","New York","NY",49587.00000,"Other","2002","Online Wage Library","","","","","","","","","",""
2002-01-28 16:54:00,"I-02028-0005885","HEWITT ASSOCIATES LLC","100 HALF DAY ROAD","","LINCOLNSHIRE","IL","60069     ","001","02/01/2002","01/31/2005","BUSINESS ANALYST","01/29/2002","02/01/2002","01/31/2005","161","Certified",49000.00000,"Year",,"N","WOODLANDS","TX",41829.00000,"Other","2002","OWL O*NET CODE 15-1051","","","","","","","","","",""
2002-01-28 16:54:00,"I-02028-0005887","AnviCom, Inc.","2301 Gallows Road","Suite 100","Dunn Loring","VA","22027     ","001","01/28/2002","01/28/2005","Senior Information Engineer","01/28/2002","01/28/2002","01/28/2005","030","Certified",62500.00000,"Year",,"N","Alexandria","VA",62500.00000,"Other","2002","Online Wage Library","","","","","","","","","",""
2002-01-28 16:59:00,"I-02028-0005889","AMERICAN MANAGEMENT GROUP OF NEW YORK, INC","120 ","STUYVESANT PLACE`","STATEN ISLAND","NY","10301     ","001","01/28/2002","01/28/2005","PROGRAMMER/ANALYST","01/28/2002","01/28/2002","01/28/2005","030","Certified",32000.00000,"Year",32000.00000,"N","STATEN ISLAND","NY",32000.00000,"SESA","","","","","","","","","","","",""
2002-01-28 16:59:00,"I-02028-0005891","Washington University","Campus Box 1083","One Brookings Drive","St Louis","MO","63130-4899","001","03/07/2002","03/06/2003","Research Associate","01/28/2002","03/07/2002","03/06/2003","049","Certified",29832.00000,"Year",,"N","Saint Louis","MO",27400.00000,"SESA","","","","","","","","","","","",""
2002-01-28 17:00:00,"I-02028-0005893","Motorola Inc.","1303 East Algonquin Road","","Schaumburg","IL","60196     ","001","05/01/2002","05/01/2005","Software Engineer","01/28/2002","05/01/2002","05/01/2005","030","Certified",56634.00000,"Year",88800.00000,"N","Newark MSA","NJ",56634.00000,"Other","2000","Dietrich","","","","","","","","","",""
2002-01-28 17:02:00,"I-02028-0005897","GAVS Information Services Pvt. Ltd.","4155 E. Jewell Avenue, Suite 603","","Denver","CO","80222     ","020","02/01/2002","02/01/2005","Software Application Developer","01/29/2002","02/01/2002","02/01/2005","030","Certified",48000.00000,"Year",60000.00000,"N","Denver","CO",44066.00000,"Other","2001","Mountain States Employers Council Survey","","","","","","","","","",""
2002-01-28 17:06:00,"I-02028-0005901","SBC Services, Inc.","2600 N. Central Expressway","Floor 8, Room 3107","Richardson","TX","75080     ","001","03/01/2002","03/01/2005","Analyst","01/28/2002","03/01/2002","03/01/2005","030","Certified",50000.00000,"Year",,"N","Hoffman Estates","IL",45198.00000,"SESA","","","","","","","","","","","",""
2002-01-28 17:10:00,"I-02028-0005903","Bell South Leasing","1125 East Campbell Street","Suite IS-113","Richardson","TX","75081     ","001","02/11/2002","02/10/2005","Software Developer","01/28/2002","02/11/2002","02/10/2005","030","Certified",70000.00000,"Year",,"N","Atlanta","GA",61894.00000,"Other","2001","Economic Research Institute","","","","","","","","","",""
2002-01-28 17:12:00,"I-02028-0005907","Optimos Incorporated","4455 Brookfield Corporate Drive","Suite 200","Chantilly","VA","20151     ","001","01/28/2002","01/27/2005","LEAD PROGRAMMER ANALYST","01/28/2002","01/28/2002","01/27/2005","030","Certified",95000.00000,"Year",,"N","NEWARK","DE",74506.00000,"Other","2002","OES DOL ONLINE WAGE LIBRARY","","","","","","","","","",""
2002-01-28 17:14:00,"I-02028-0005909","ALTERRA CONSULANTS, INC","213 MURICA AISLE","","IRVINE","CA","92614     ","001","01/30/2002","01/29/2005","COMPUTER PROGRAMMER","01/28/2002","01/30/2002","01/29/2005","030","Certified",47000.00000,"Year",,"N","IRVINE","CA",47382.00000,"Other","2002","OES/SOC","47000","Year","","N","SAN JOSE","CA","43597","Other","2002","OES/SOC"
2002-01-28 17:14:00,"I-02028-0005911","Verizon Data Services, Inc.","750 Canyon Drive","","Coppell","TX","75019     ","001","05/27/2002","05/26/2005","Development Systems Architect","01/28/2002","05/27/2002","05/26/2005","030","Certified",71000.00000,"Year",,"N","Irving","TX",45718.00000,"Other","2002","OES Wage Library","","","","","","","","","",""
2002-01-28 17:14:00,"I-02028-0005913","Nokia Inc","6000 Connection Drive","","Irving","TX","75039     ","001","06/01/2002","03/31/2004","Database Administrator","01/28/2002","06/01/2002","03/31/2004","031","Certified",77000.00000,"Year",,"N","Irving","TX",71032.00000,"Other","2002","SOC Online Wage Library","","","","","","","","","",""
2002-01-28 17:15:00,"I-02028-0005577","Oracle Corporation","500 Oracle Parkway","","Redwood Shores","CA","94065     ","001","03/11/2002","03/11/2005","Software Engineer (Member of Technical Staff)","01/28/2002","03/11/2002","03/11/2005","030","Certified",82000.00000,"Year",88000.00000,"N","Redwood Shores","CA",58600.00000,"Other","2001","Watson Wyatt","","","","","","","","","",""
2002-01-28 17:16:00,"I-02028-0005915","Carma LLCA","1031 Ives Diary Road","Suite 128/228","Miami","FL","33179     ","001","01/28/2002","01/28/2005","Restaurant Manager/Director of Operations","01/28/2002","01/28/2002","01/28/2005","199","Certified",60000.00000,"Year",,"N","Miami","FL",56757.00000,"Other","2001","ERI 2001 Salary Assessor","","","","","","","","","",""
2002-01-28 17:16:00,"I-02028-0005917","HOUSTON INDEPENDENT SCHOOL DISTRICT","3310 CUMMINS","","HOUSTON","TX","77027     ","100","06/01/2002","06/01/2005","SECONDARY TEACHER","01/28/2002","06/01/2002","06/01/2005","091","Certified",34588.00000,"Year",58058.00000,"N","HOUSTON","TX",29758.00000,"Other","2002","ECONOMIC RESEARCH INSTITUTE","","","","","","","","","",""
2002-01-28 17:18:00,"I-02028-0005919","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","02/04/2002","02/03/2005","Software Design Engineer in Test 59","01/28/2002","02/04/2002","02/03/2005","030","Certified",71000.00000,"Year",,"N","Redmond","WA",52900.00000,"Other","2000","AEA salary survey 5026","","","","","","","","","",""
2002-01-28 17:19:00,"I-02028-0005921","DISCOVER & SHARE","1445 RIVERCHASE DRIVE","","COPPELL","TX","75019     ","001","02/15/2002","02/15/2005","PRE SCHOOL TEACHER","01/28/2002","02/15/2002","02/15/2005","092","Certified",21954.00000,"Year",,"N","COPPELL","TX",17520.00000,"Other","2001","texas workforce commission","","","","","","","","","",""
2002-01-28 17:20:00,"I-02028-0005923","KPMG CONSULTING INC","TYSONS TOWER","1676 INTERNATIONAL DRIVE","MCLEAN","VA","22102     ","025","06/15/2002","06/15/2005","SENIOR CONSULTANT","01/28/2002","06/15/2002","06/15/2005","039","Certified",55000.00000,"Year",125000.00000,"N","BOSTON","MA",45739.00000,"Other","2002","OES WAGE SURVEY","","","","","","","","","",""
2002-01-28 17:21:00,"I-02028-0005925","ALTERRA CONSULTANTS, INC","213 MURICA AISLE","","IRVINE","CA","92614     ","001","01/30/2002","01/29/2005","COMPUTER PROGRAMMER","01/28/2002","01/30/2002","01/29/2005","030","Certified",47000.00000,"Year",,"N","IRVINE","CA",47382.00000,"Other","2002","OES/SOC","47000","Year","","N","SAN JOSE","CA","43597","Other","2002","OES/SOC"
2002-01-28 17:23:00,"I-02028-0005927","Cleveland Clinic Foundation","9500 Euclid Avenue","NA23","Cleveland","OH","44195     ","001","05/13/2002","06/30/2004","resident physician","01/28/2002","05/13/2002","06/30/2004","079","Certified",37348.00000,"Year",,"N","Cleveland","OH",38127.00000,"Other","2001","AAMC House Staff Stipends","","","","","","","","","",""
2002-01-28 17:24:00,"I-02028-0005931","Empire Blue Cross Blue Shield","1440 Broadway  12 th floor","","New York","NY","10018     ","007","02/11/2002","02/10/2005","Software Developer","01/28/2002","02/11/2002","02/10/2005","030","Certified",90000.00000,"Year",110000.00000,"N","New York ","NY",80205.00000,"Other","2002","usdl oes/soc wage data","","","","","","","","","",""
2002-01-28 17:29:00,"I-02028-0005933","Empire Blue Cross Blue Shield","1440 Broadway  12 th floor","","New York","NY","10018     ","002","02/11/2002","02/10/2005","Software Developer I","01/28/2002","02/11/2002","02/10/2005","030","Certified",70000.00000,"Year",80000.00000,"N","New York ","NY",45718.00000,"Other","2002","usdl oes/soc wage data","","","","","","","","","",""
2002-01-28 17:29:00,"I-02028-0005935","HOUSTON INDEPENDENT SCHOOL DISTRICT","3310 CUMMINS","","HOUSTON","TX","77027     ","050","06/01/2002","06/01/2005","SPECIAL EDUCATION TEACHER","01/28/2002","06/01/2002","06/01/2005","094","Certified",33660.00000,"Year",58058.00000,"N","HOUSTON","TX",29462.00000,"Other","2002","ECONOMIC RESEARCH INSTITUTE","","","","","","","","","",""
2002-01-28 17:29:00,"I-02028-0005937","Pure Solutions, Inc.","5589 Winfield Blvd.","Suite 206","San Jose","CA","95123     ","001","01/28/2002","01/27/2005","Software Engineer","01/28/2002","01/28/2002","01/27/2005","030","Certified",135000.00000,"Year",,"N","San Jose","CA",88213.00000,"Other","2001","OES Survey","","","","","","","","","",""
2002-01-28 17:31:00,"I-02028-0005941","Systems and Software Services, Inc.","522 S. Northwest Highway","","Barrington","IL","60011     ","001","02/10/2002","02/09/2005","Telecommunications Engineer","01/28/2002","02/10/2002","02/09/2005","003","Certified",40.00000,"Hour",,"N","Norcross","GA",22.39000,"Other","2002","ETA ALC Data Center","","","","","","","","","",""
2002-01-28 17:31:00,"I-02028-0005943","Cleveland Clinic Foundation","9500 Euclid Avenue","NA23","Cleveland","OH","44195     ","001","05/13/2002","06/30/2004","resident physician","01/28/2002","05/13/2002","06/30/2004","079","Certified",35995.00000,"Year",,"N","Cleveland","OH",37208.00000,"Other","2001","AAMC House Staff Stipends","","","","","","","","","",""
2002-01-28 17:31:00,"I-02028-0005945","Univ. of Ala. at Birmingham (UAB)","250 Hill Univ. Ctr.","1400 Univ. Blvd.","Birmingham","AL","35294-1150","001","04/01/2002","03/31/2005","Research Assistant","01/28/2002","","","090","Denied",24107.00000,"Year",,"N","Birmingham","AL",25376.00000,"SESA","","","","","","","","","","","",""
